Name,Longitude,Latitude,Type
北京邮电大学(海淀校区),116.360955,39.962407,科教文化服务;学校;高等院校
首都经济贸易大学红庙校区,116.476037,39.915494,科教文化服务;学校;高等院校
北京化工大学东校区,116.418274,39.971038,科教文化服务;学校;高等院校
北京交通大学,116.340083,39.952143,科教文化服务;学校;高等院校
北京中医药大学西校区,116.42495,39.971713,科教文化服务;学校;高等院校
北京交通大学东校区,116.347518,39.94538,科教文化服务;学校;高等院校
首都师范大学东一区,116.325367,39.925113,科教文化服务;学校;高等院校
中央财经大学,116.342703,39.958198,科教文化服务;学校;高等院校
中国政法大学海淀校区,116.352933,39.965018,科教文化服务;学校;高等院校
北京信息科技大学(金台路校区),116.472904,39.921677,科教文化服务;学校;高等院校
对外经济贸易大学,116.424537,39.980563,科教文化服务;学校;高等院校
北京师范大学(南院),116.365598,39.957758,科教文化服务;学校;高等院校
北京工商大学阜成路校区东区,116.319293,39.924134,科教文化服务;学校;高等院校
北京开放大学,116.340819,39.962082,科教文化服务;学校;成人教育
中央民族大学,116.317245,39.951606,科教文化服务;学校;高等院校
首都医科大学(南校区),116.352803,39.861399,科教文化服务;科教文化场所;科教文化场所
首都师范大学,116.309684,39.930371,科教文化服务;学校;高等院校
首都师范大学东2区,116.315803,39.927927,科教文化服务;学校;高等院校
首都师范大学北一区,116.308469,39.936408,科教文化服务;学校;高等院校
首都师范大学北二院,116.310654,39.937102,科教文化服务;学校;高等院校
北京联合大学北四环校区,116.427975,39.991495,科教文化服务;学校;高等院校
北京中医药大学西校区-和平街校区,116.424891,39.971722,科教文化服务;学校;高等院校
国家开放大学,116.321637,39.956808,科教文化服务;学校;高等院校
北京大学医学部校区,116.353844,39.984167,科教文化服务;学校;高等院校
北京科技大学,116.35774,39.993349,科教文化服务;学校;高等院校
北京理工大学中关村校区,116.311321,39.95703,科教文化服务;学校;高等院校
北京航空航天大学学院路校区,116.340826,39.983031,科教文化服务;学校;高等院校
北京化工大学西校区,116.304924,39.942963,科教文化服务;学校;高等院校
中国人民大学中关村校区,116.314688,39.973431,科教文化服务;学校;高等院校
首都经济贸易大学,116.313206,39.840239,科教文化服务;学校;高等院校
中国地质大学(北京),116.348482,39.988983,科教文化服务;学校;高等院校
北京外国语大学东校区,116.317071,39.955427,科教文化服务;学校;高等院校
北京外国语大学西校区,116.308872,39.955477,科教文化服务;学校;高等院校
北京语言大学,116.352538,39.995825,科教文化服务;学校;高等院校
清华大学,116.318383,40.006105,科教文化服务;学校;高等院校
北京林业大学,116.345492,40.000963,科教文化服务;学校;高等院校
中国传媒大学,116.556308,39.909565,科教文化服务;学校;高等院校
北京开放大学,116.338103,39.973432,科教文化服务;学校;高等院校
中国科学院大学中关村校区,116.334795,39.982804,科教文化服务;学校;高等院校
首都医科大学花乡校区,116.324208,39.844292,科教文化服务;学校;高等院校
中国农业大学东校区,116.358381,40.001453,科教文化服务;学校;高等院校
北京化工大学,116.424651,39.971246,科教文化服务;学校;高等院校
北京信息科技大学(酒仙桥校区),116.488795,39.964596,科教文化服务;学校;高等院校
北京中医药大学东校区,116.470626,39.981796,科教文化服务;学校;高等院校
中国科学院大学奥运村校区,116.379773,40.00209,科教文化服务;学校;高等院校
国家法官学院,116.318412,39.831151,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
中国科学院大学玉泉路校区,116.250605,39.907743,科教文化服务;学校;高等院校
国家开放大学,116.273572,39.909456,科教文化服务;学校;高等院校
北京体育大学,116.314179,40.023595,科教文化服务;学校;高等院校
北京联合大学(东院),116.430709,39.989849,科教文化服务;学校;高等院校
北京信息科技大学小营校区,116.34625,40.0399,科教文化服务;学校;高等院校
北京理工大学中关村校区北区,116.310483,39.963502,科教文化服务;学校;高等院校
北京大学(圆明园校区),116.31573,40.015971,科教文化服务;学校;高等院校
北京东方大学(朝阳校区),116.492482,39.836694,科教文化服务;学校;高等院校
麦田大学,116.482394,40.002288,科教文化服务;科教文化场所;科教文化场所
北京联合大学北苑校区,116.420643,40.037742,科教文化服务;学校;高等院校
中国人民公安大学(团河校区),116.368379,39.763371,科教文化服务;学校;高等院校
中国矿业大学(北京)学院路校区,116.352512,39.996664,科教文化服务;学校;高等院校
北方工业大学,116.206746,39.926245,科教文化服务;学校;高等院校
北京科技大学管庄校区,116.59124,39.919657,科教文化服务;学校;高等院校
中国农业大学西校区,116.278584,40.025979,科教文化服务;学校;高等院校
首都师范大学(阜成路北三街),116.316561,39.927407,科教文化服务;学校;高等院校
北京联合大学,116.506668,39.860974,科教文化服务;学校;高等院校
中国人民大学北校区,116.309927,39.975207,科教文化服务;学校;高等院校
北京大学万柳学区,116.29734,39.960831,科教文化服务;学校;高等院校
中央财经大学(清河校区),116.324285,40.031852,科教文化服务;学校;高等院校
北京理工大学魏公村校区,116.310933,39.963096,科教文化服务;科教文化场所;科教文化场所
首都师范大学(来广营校区),116.455208,40.021055,科教文化服务;学校;高等院校
北京建设大学,116.276974,40.020656,科教文化服务;学校;高等院校
石景山区业余大学(东校区),116.200167,39.91695,科教文化服务;学校;高等院校
北京市新媒体技师学院,116.359649,39.75913,科教文化服务;学校;高等院校
北京外国语大学北校区,116.308327,39.958903,科教文化服务;学校;高等院校
北京信息科技大学清河校区,116.343366,40.043334,科教文化服务;学校;高等院校
大千艺龄学堂(万寿路校区),116.291658,39.908177,科教文化服务;培训机构;培训机构
文化遗产传承应用国家级虚拟仿真实验教学中心北京联合大学,116.354231,39.977605,科教文化服务;学校;高等院校
北京石油化工学院康庄校区,116.313632,39.7568,科教文化服务;学校;高等院校
拉力宝黄埔学院,116.455283,39.793012,科教文化服务;科教文化场所;科教文化场所
北京信息科技大学清河小营校区(南区),116.349736,40.036412,科教文化服务;学校;高等院校
中国科学院大学,116.33069,39.982604,科教文化服务;学校;高等院校
北京外国语大学东校区十二大,116.313786,39.956539,科教文化服务;学校;高等院校
华北电力大学,116.305329,40.087358,科教文化服务;学校;高等院校
北京建筑大学大兴校区,116.286476,39.744053,科教文化服务;学校;高等院校
北京开放大学(海淀分校),116.345471,39.986895,科教文化服务;科研机构;科研机构
金风大学,116.530523,39.756685,科教文化服务;学校;职业技术学校
北京工业大学通州校区,116.66906,39.927873,科教文化服务;学校;高等院校
北京城市学院航天城校区,116.256226,40.08721,科教文化服务;学校;高等院校
北京语言大学(西区),116.343322,39.993156,科教文化服务;学校;高等院校
北京工商大学良乡主校区,116.166594,39.71829,科教文化服务;学校;高等院校
北京航空航天大学沙河校区,116.275927,40.154657,科教文化服务;学校;高等院校
北京邮电大学宏福校区,116.37305,40.106253,科教文化服务;学校;高等院校
中央财经大学沙河校区,116.282054,40.171569,科教文化服务;学校;高等院校
首都师范大学良乡校区,116.175305,39.713678,科教文化服务;学校;高等院校
北京大学,116.310918,39.992873,科教文化服务;学校;高等院校
中国民航安全学院,116.537002,40.019698,科教文化服务;学校;学校
中国矿业大学(北京)沙河校区,116.262571,40.151202,科教文化服务;学校;高等院校
中国石油大学(北京),116.250335,40.218284,科教文化服务;学校;高等院校
北京中医药大学(良乡校区),116.16707,39.712662,科教文化服务;学校;高等院校
北京理工大学良乡校区南校区,116.170078,39.730712,科教文化服务;学校;高等院校
中南林业科技大学北京教学点,116.339582,39.722207,科教文化服务;学校;高等院校
中国政法大学昌平校区,116.246485,40.22129,科教文化服务;学校;高等院校
北京理工大学房山分校,116.085044,39.721121,科教文化服务;学校;高等院校
中央民族大学丰台校区,116.113117,39.807105,科教文化服务;学校;高等院校
中国人民大学通州校区(建设中),116.741717,39.910576,科教文化服务;学校;高等院校
国家开放大学魏善庄校区,116.406871,39.680509,科教文化服务;学校;高等院校
首都体育学院凤凰岭校区,116.112476,40.078323,科教文化服务;学校;高等院校
北京师范大学昌平校园,116.263091,40.15083,科教文化服务;学校;高等院校
中国中车大学,116.200165,39.84832,科教文化服务;学校;高等院校
北京理工大学良乡校区北校区,116.170078,39.731389,科教文化服务;学校;高等院校
中国社会科学院大学良乡校区,116.179506,39.737488,科教文化服务;学校;高等院校
北京师范大学&中央财经大学(联合校区),116.297342,39.785129,科教文化服务;学校;高等院校
华北电力大学沙河院区,116.250971,40.114683,科教文化服务;学校;高等院校
北京化工大学昌平校区,116.155105,40.252676,科教文化服务;学校;高等院校
天安门广场,116.399433,39.905097,风景名胜;风景名胜;红色景区|风景名胜;公园广场;城市广场
天坛公园,116.420053,39.883811,风景名胜;公园广场;公园
天安门,116.397604,39.907694,风景名胜;风景名胜;国家级景点
故宫博物院,116.402976,39.915134,风景名胜;风景名胜;世界遗产|科教文化服务;博物馆;博物馆
景山公园,116.393688,39.926464,风景名胜;公园广场;公园
南锣鼓巷,116.403081,39.933521,风景名胜;风景名胜相关;旅游景点
中山公园,116.391615,39.912066,风景名胜;公园广场;公园
雍和宫,116.416715,39.945345,风景名胜;风景名胜;风景名胜
北海公园,116.389876,39.922333,风景名胜;公园广场;公园
什刹海,116.392784,39.933534,风景名胜;风景名胜;国家级景点
恭王府博物馆,116.386522,39.935587,风景名胜;风景名胜;国家级景点
故宫博物院-午门,116.402916,39.915175,风景名胜;风景名胜;风景名胜
毛主席纪念堂,116.397951,39.900216,风景名胜;风景名胜;纪念馆
颐和园,116.273427,40.002636,风景名胜;风景名胜;世界遗产
玉渊潭公园,116.310578,39.917623,风景名胜;风景名胜;国家级景点
北京动物园,116.338701,39.938653,风景名胜;公园广场;动物园
圆明园遗址公园,116.313527,39.999942,风景名胜;风景名胜;国家级景点
朝阳公园,116.478324,39.934546,风景名胜;风景名胜;国家级景点
陶然亭公园,116.387364,39.876195,风景名胜;公园广场;公园
北京明城墙遗址公园,116.433514,39.901084,风景名胜;公园广场;公园
奥林匹克森林公园,116.396756,40.010058,风景名胜;风景名胜;国家级景点
智化寺,116.432387,39.917077,风景名胜;风景名胜;寺庙道观
北京奥林匹克公园,116.387639,39.992727,风景名胜;公园广场;公园|风景名胜;风景名胜;国家级景点
后海公园,116.382137,39.941565,风景名胜;公园广场;公园
北京欢乐谷,116.499726,39.864168,体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜;国家级景点
日坛公园,116.443186,39.917765,风景名胜;公园广场;公园
地坛公园,116.415864,39.951303,风景名胜;公园广场;公园
北京环球度假区,116.67519,39.845785,体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜相关;旅游景点
北京798艺术区,116.495203,39.982032,风景名胜;风景名胜;风景名胜
法源寺,116.369092,39.884225,风景名胜;风景名胜;寺庙道观
长安街,116.397495,39.907689,风景名胜;风景名胜;风景名胜
北大红楼,116.405566,39.924346,风景名胜;风景名胜;纪念馆
香山公园,116.197629,39.991365,风景名胜;风景名胜;国家级景点
敕建火德真君庙,116.396133,39.93667,风景名胜;风景名胜;寺庙道观
龙潭公园,116.440569,39.881422,风景名胜;风景名胜;国家级景点
天主教北京总教区西什库主教座堂,116.378869,39.92393,风景名胜;风景名胜;教堂
大观园,116.35413,39.870567,风景名胜;风景名胜;省级景点
妙应寺白塔,116.363648,39.923865,风景名胜;风景名胜;寺庙道观
龙潭中湖公园,116.435982,39.875794,风景名胜;公园广场;公园
八大处公园,116.188751,39.947729,风景名胜;风景名胜;国家级景点
紫禁城神武门,116.396971,39.923299,风景名胜;风景名胜;国家级景点
紫竹院公园,116.325319,39.940375,风景名胜;公园广场;公园
天坛公园-祈年殿,116.412949,39.883362,风景名胜;风景名胜;风景名胜
国子监,116.413257,39.945532,风景名胜;风景名胜;国家级景点
北京鲁迅博物馆,116.35877,39.925277,风景名胜;风景名胜;红色景区
世界公园,116.29148,39.811458,风景名胜;风景名胜;国家级景点
首钢园,116.156415,39.908811,风景名胜;公园广场;公园
广济寺,116.372306,39.924033,风景名胜;风景名胜;寺庙道观
北京园博园,116.19248,39.871198,风景名胜;风景名胜;风景名胜
北京海洋馆,116.339834,39.947458,风景名胜;公园广场;水族馆
北京温榆河公园(朝阳示范区),116.467535,40.08038,风景名胜;公园广场;公园
南海子公园,116.477906,39.768715,风景名胜;公园广场;公园
北京西山国家森林公园,116.204585,39.973222,风景名胜;风景名胜;省级景点
百望山森林公园,116.264619,40.031305,风景名胜;风景名胜;省级景点
莲花池公园,116.317275,39.888963,风景名胜;公园广场;公园
海淀公园,116.299344,39.987929,风景名胜;公园广场;公园
老舍故居,116.40838,39.918441,风景名胜;风景名胜;纪念馆
元大都城垣遗址公园,116.413697,39.975499,风景名胜;风景名胜相关;旅游景点
月坛公园,116.352307,39.918421,风景名胜;风景名胜;省级景点
北京工体富国海底世界,116.446094,39.927046,风景名胜;公园广场;水族馆
什刹海-后海,116.387387,39.942446,风景名胜;风景名胜;风景名胜
世界花卉大观园,116.354013,39.839778,风景名胜;公园广场;植物园
中央电视塔,116.309683,39.919593,风景名胜;风景名胜;国家级景点|科教文化服务;传媒机构;电视台
紫谷伊甸园,116.261829,39.811429,风景名胜;风景名胜相关;旅游景点
卢沟桥文化旅游区,116.221932,39.850639,风景名胜;风景名胜;红色景区
奥林匹克森林公园南园,116.407737,40.017232,风景名胜;风景名胜;国家级景点
天主教北京总教区王府井天主堂东堂,116.412584,39.917701,风景名胜;风景名胜;教堂
南苑森林湿地公园,116.378132,39.821544,风景名胜;公园广场;公园
万寿寺,116.31093,39.946044,风景名胜;风景名胜;寺庙道观
纪晓岚故居,116.387192,39.88971,风景名胜;风景名胜;纪念馆
北京西山国家森林公园鬼笑石,116.20409,39.973107,风景名胜;风景名胜相关;旅游景点
团结湖公园,116.466954,39.926147,风景名胜;公园广场;公园
天坛公园-回音壁,116.420068,39.883816,风景名胜;风景名胜;风景名胜
东岳庙,116.443878,39.923817,风景名胜;风景名胜;寺庙道观
中国人民抗日战争纪念馆,116.221922,39.850696,风景名胜;风景名胜;纪念馆
陈独秀旧居,116.403842,39.918453,风景名胜;风景名胜;纪念馆
太平洋海底世界博览馆,116.305395,39.919062,风景名胜;公园广场;水族馆|科教文化服务;展览馆;展览馆
先农坛,116.393171,39.87827,风景名胜;风景名胜;风景名胜
温都水城,116.373544,40.102296,风景名胜;风景名胜;国家级景点
天宁寺,116.345969,39.894059,风景名胜;风景名胜;寺庙道观
宋庆龄同志故居,116.383412,39.944556,风景名胜;风景名胜;纪念馆
北顶娘娘庙,116.387532,39.992666,风景名胜;风景名胜;寺庙道观
李大钊故居,116.365451,39.905496,风景名胜;风景名胜;风景名胜
中华世纪坛,116.320474,39.911105,风景名胜;风景名胜;风景名胜
红领巾公园,116.493759,39.923179,风景名胜;公园广场;公园
人民英雄纪念碑,116.399482,39.904346,风景名胜;风景名胜;红色景区|风景名胜;风景名胜;纪念馆
卧佛寺,116.220813,39.993871,风景名胜;风景名胜;寺庙道观
北京国际雕塑公园,116.250627,39.907368,风景名胜;公园广场;公园
中华民族园北园,116.391592,39.982678,风景名胜;风景名胜;国家级景点
北京基督教会崇文门堂,116.420037,39.902716,风景名胜;风景名胜;教堂
三里河公园,116.405899,39.894036,风景名胜;公园广场;公园
东单公园(暂停开放),116.41818,39.905031,风景名胜;公园广场;公园
北京东交民巷使馆建筑群,116.412462,39.901147,风景名胜;风景名胜相关;旅游景点
五道营胡同,116.40879,39.948615,风景名胜;风景名胜;风景名胜
报国寺,116.359625,39.890288,风景名胜;风景名胜;寺庙道观
太庙(暂停开放),116.40278,39.911652,风景名胜;风景名胜;寺庙道观
宣武艺园,116.360264,39.896128,风景名胜;公园广场;公园
博大公园,116.504731,39.794893,风景名胜;公园广场;公园
卢沟桥,116.221933,39.850643,风景名胜;风景名胜;国家级景点
庆丰公园,116.461978,39.903432,风景名胜;公园广场;公园
潭柘寺,116.031107,39.900749,风景名胜;风景名胜;寺庙道观
太阳宫公园,116.451642,39.976956,风景名胜;公园广场;公园
亮马河公园,116.440633,39.948404,风景名胜;公园广场;公园
国家植物园南园,116.219584,39.993263,风景名胜;公园广场;植物园
北京历代帝王庙,116.36743,39.923919,风景名胜;风景名胜;寺庙道观
将府公园,116.515871,39.976733,风景名胜;公园广场;公园
念坛公园,116.320932,39.707918,风景名胜;公园广场;公园
城市绿心森林公园,116.722981,39.86724,风景名胜;公园广场;公园
中华民族博物院,116.391594,39.982697,风景名胜;风景名胜;风景名胜
青年湖公园,116.403924,39.957187,风景名胜;公园广场;公园
花乡公园,116.326405,39.818067,风景名胜;公园广场;公园
勑赐广化寺,116.390509,39.940901,风景名胜;风景名胜;寺庙道观
故宫博物院-神武门广场,116.402906,39.91517,风景名胜;公园广场;城市广场
戒台寺景区,116.086655,39.872224,风景名胜;风景名胜;寺庙道观
香山革命纪念馆,116.206164,39.992499,风景名胜;风景名胜;风景名胜
天坛公园-斋宫,116.420354,39.88383,风景名胜;风景名胜;风景名胜
