Name,Longitude,Latitude,Type
首都医科大学附属北京口腔医院天坛部教学楼,116.402001,39.878136,医疗保健服务;专科医院;口腔医院
首都医科大学附属北京口腔医院天坛部门诊楼,116.401394,39.877693,医疗保健服务;专科医院;口腔医院
首都医科大学附属北京口腔医院天坛部急诊,116.401392,39.877694,医疗保健服务;专科医院;口腔医院
首都医科大学口腔医学院,116.40149,39.877687,科教文化服务;学校;高等院校
首都医科大学附属北京口腔医院天坛部,116.401391,39.877696,医疗保健服务;专科医院;口腔医院
首都医科大学附属北京口腔医院内部停车场,116.4015873,39.87767619,交通设施服务;停车场;专用停车场
首都医科大学口腔医学院,116.40149,39.877687,科教文化服务;学校;高等院校
首都医科大学附属北京口腔医院天坛部,116.401391,39.877696,医疗保健服务;专科医院;口腔医院
首都医科大学附属北京口腔医院内部停车场,116.4015873,39.87767619,交通设施服务;停车场;专用停车场
首都医科大学附属北京口腔医院门诊服务中心,116.402098,39.877747,医疗保健服务;综合医院;三级甲等医院
首都医科大学宣武医院门诊,116.363042,39.891688,医疗保健服务;综合医院;三级甲等医院
首都医科大学宣武医院内科病房楼,116.361481,39.891677,医疗保健服务;综合医院;三级甲等医院
首都医科大学宣武医院综合一楼,116.362999,39.89138,医疗保健服务;综合医院;三级甲等医院
首都医科大学宣武医院住院处,116.362487,39.891706,医疗保健服务;综合医院;三级甲等医院
首都医科大学宣武医院急诊,116.362537,39.891707,医疗保健服务;综合医院;三级甲等医院
首都医科大学宣武医院第1停车场,116.363256,39.891681,交通设施服务;停车场;公共停车场
首都医科大学宣武医院外科病房楼,116.363265,39.891686,医疗保健服务;综合医院;三级甲等医院
首都医科大学神经病学研究所,116.363253,39.891682,科教文化服务;科研机构;科研机构
首都医科大学宣武医院,116.363241,39.891689,医疗保健服务;综合医院;三级甲等医院
北京儿童医院地下停车场,116.3557427,39.91280689,交通设施服务;停车场;公共停车场
北京中医药大学附属护国寺中医医院住院院区,116.376392,39.936396,医疗保健服务;综合医院;三级甲等医院
北京市健宫医院,116.374884,39.880782,医疗保健服务;综合医院;综合医院
首都医科大学附属北京儿童医院急诊楼,116.355057,39.913754,医疗保健服务;综合医院;三级甲等医院
首都医科大学附属北京儿童医院急救中心,116.355063,39.91377,医疗保健服务;急救中心;急救中心
北京中医药大学附属护国寺中医医院住院院区,116.376392,39.936396,医疗保健服务;综合医院;三级甲等医院
北京市健宫医院,116.374884,39.880782,医疗保健服务;综合医院;综合医院
首都医科大学附属北京儿童医院急诊楼,116.355057,39.913754,医疗保健服务;综合医院;三级甲等医院
首都医科大学附属北京儿童医院急救中心,116.355063,39.91377,医疗保健服务;急救中心;急救中心
首都医科大学附属北京儿童医院门诊楼,116.355063,39.913801,医疗保健服务;综合医院;三级甲等医院
北京市总工会职工大学,116.377724,39.878831,科教文化服务;学校;成人教育
首都医科大学附属北京儿童医院,116.355066,39.913752,医疗保健服务;综合医院;三级甲等医院
清华大学附属小学CBD实验小学(二校区),116.44186,39.903921,科教文化服务;学校;小学
首都医科大学附属北京儿童医院儿童保健中心,116.35307,39.912365,医疗保健服务;综合医院;三级甲等医院
首都医科大学中医门诊部,116.428862,39.933746,医疗保健服务;诊所;诊所
首都医科大学中医研修学院,116.4289,39.933877,科教文化服务;学校;高等院校
北京中医药大学附属护国寺中医医院新门诊楼,116.373963,39.939118,医疗保健服务;医疗保健服务场所;医疗保健服务场所
首都医科大学附属复兴医院门诊部,116.353422,39.91817,医疗保健服务;综合医院;综合医院
北京中医药大学东直门医院停车场,116.426686,39.936545,交通设施服务;停车场;公共停车场
北京大学第一医院第三住院部,116.406244,39.945478,医疗保健服务;综合医院;三级甲等医院
经贸大学宿舍,116.392894,39.946035,商务住宅;住宅区;宿舍
北京市东城区职工大学,116.438514,39.929629,科教文化服务;学校;成人教育
北京大学口腔医院第五门诊部,116.440606,39.927284,医疗保健服务;专科医院;口腔医院
北京中医药大学东直门医院停车场,116.426686,39.936545,交通设施服务;停车场;公共停车场
北京大学第一医院第三住院部,116.406244,39.945478,医疗保健服务;综合医院;三级甲等医院
经贸大学宿舍,116.392894,39.946035,商务住宅;住宅区;宿舍
北京市东城区职工大学,116.438514,39.929629,科教文化服务;学校;成人教育
北京大学口腔医院第五门诊部,116.440606,39.927284,医疗保健服务;专科医院;口腔医院
北京大学第四临床医学院,116.375993,39.943031,科教文化服务;学校;高等院校
北京老年开放大学,116.363103,39.936733,科教文化服务;学校;成人教育
北京市西城经济科学大学,116.364021,39.937734,科教文化服务;学校;高等院校
北京开放大学西直门校区,116.363061,39.936828,科教文化服务;学校;成人教育
北京市西城经济科学大学(柳巷),116.364595,39.939291,科教文化服务;学校;高等院校
西城经济科学大学-培训中心,116.364113,39.938939,科教文化服务;培训机构;培训机构
北京积水潭医院新街口院区,116.375996,39.943028,医疗保健服务;综合医院;三级甲等医院
北京市西城区老年大学,116.366537,39.940587,科教文化服务;学校;成人教育
北京工业大学附属中学(富力城校区),116.4489,39.897226,科教文化服务;学校;中学
北京工业大学附属中学富力城校区(高中部),116.448905,39.89723,科教文化服务;学校;中学
北京广播电视大学崇文分校,116.44211,39.885328,科教文化服务;学校;成人教育
北京大学人民医院生殖医学中心,116.35548,39.935425,医疗保健服务;综合医院;三级甲等医院
北京工业大学建筑勘察设计院,116.407631,39.866424,科教文化服务;学校;高等院校
